ApplicationNumber,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,MonthlyLoanPayment,MonthlyIncome,JobTenure,LoanApproved
28282,30,"$42,894.00",586,Employed,High School,"$23,142.00",36 months,Single,4,Own,0,Home Improvement,0,$642.83,"$3,574.50",11,No
30284,30,"$49,162.00",545,Employed,Diploma,"$18,402.00",24 months,Married,3,Rent,0,Home Improvement,0,$766.75,,8,No
20790,30,"$46,166.00",521,,High School,"$21,695.00",36 months,Single,0,Mortgage,0,Personal,0,,"$3,847.17",6,Yes
23742,30,"$43,278.00",597,,Master,"$44,033.00",72 months,Single,0,Mortgage,0,Vehicle,0,$611.57,"$3,606.50",4,No
10664,30,"$58,238.00",628,Self-Employed,Master,"$15,647.00",48 months,Married,1,Mortgage,0,Debt Consolidation,0,,"$4,853.17",4,No
29191,30,"$58,170.00",627,Employed,Doctorate,"$24,962.00",60 months,Divorced,3,Mortgage,0,Home Improvement,1,$416.03,"$4,847.50",5,No
13258,30,"$28,185.00",394,,Bachelor,"$9,239.00",36 months,Married,5,Mortgage,0,Education,0,$256.64,"$2,348.75",8,no
26965,30,"$46,427.00",601,,Master,"$22,377.00",72 months,Single,0,Mortgage,0,Debt Consolidation,0,$310.79,"$3,868.92",4,No
16947,30,"$81,584.00",563,Employed,Master,"$14,821.00",12 months,Single,1,Rent,0,Education,0,"$1,235.08","$6,798.67",4,Yes
18009,30,"$32,558.00",640,Employed,Master,"$45,365.00",96 months,Married,4,Mortgage,0,Home Improvement,0,,"$2,713.17",3,No
16629,30,"$80,160.00",545,Employed,Bachelor,"$23,618.00",60 months,Single,1,Own,0,Home Improvement,0,$393.63,"$6,680.00",6,No
22770,30,"$57,366.00",582,,Master,"$17,552.00",12 months,Married,4,Rent,0,Debt Consolidation,0,"$1,462.67","$4,780.50",6,No
26044,30,"$46,453.00",452,Unemployed,Master,"$21,162.00",72 months,Single,3,Own,0,Personal,0,$293.92,"$3,871.08",6,No
15338,30,"$46,839.00",528,Self-Employed,High School,"$25,172.00",48 months,Divorced,2,Rent,0,Education,0,$524.42,"$3,903.25",3,No
29049,30,"$82,222.00",616,,Master,"$23,887.00",84 months,Divorced,4,Rent,0,Debt Consolidation,0,$284.37,,8,Yes
15835,30,"$21,116.00",541,,Diploma,"$9,423.00",12 months,Married,0,Rent,0,Debt Consolidation,0,$785.25,,4,Yes
28837,30,"$38,924.00",600,Employed,Bachelor,"$16,997.00",72 months,Married,1,Other,0,Debt Consolidation,0,$236.07,"$3,243.67",7,No
11025,30,"$56,699.00",524,Employed,Bachelor,"$19,173.00",36 months,Married,1,Rent,0,Home Improvement,0,$532.58,"$4,724.92",8,No
16093,30,"$40,982.00",558,Employed,Master,"$9,497.00",24 months,Married,1,Own,0,Home Improvement,0,$395.71,"$3,415.17",5,No
11121,30,"$27,864.00",499,,High School,"$37,698.00",36 months,Single,0,Rent,0,Home Improvement,0,"$1,047.17","$2,322.00",5,No
14997,30,"$55,520.00",551,Employed,Bachelor,"$16,796.00",72 months,Single,1,Rent,0,Education,0,$233.28,"$4,626.67",2,No
22329,30,"$30,245.00",579,Employed,High School,"$21,205.00",36 months,Single,1,Rent,0,Debt Consolidation,0,$589.03,"$2,520.42",4,No
23692,30,"$136,480.00",510,Employed,Diploma,"$22,273.00",48 months,Single,4,Other,0,Education,0,$464.02,"$11,373.33",1,Yes
22176,30,"$104,436.00",571,,High School,"$29,134.00",24 months,Divorced,2,Rent,0,Education,0,,"$8,703.00",4,Yes
29313,30,"$15,000.00",465,Employed,High School,"$11,276.00",36 months,Single,3,Mortgage,0,Home Improvement,0,$313.22,"$1,250.00",7,No
27734,30,"$26,330.00",560,Employed,Doctorate,"$17,167.00",96 months,Married,1,Own,0,Vehicle,1,$178.82,"$2,194.17",3,No
14862,30,"$54,578.00",584,Employed,Bachelor,"$10,672.00",48 months,Divorced,0,Rent,0,Vehicle,0,$222.33,"$4,548.17",7,Yes
18819,30,"$31,735.00",574,Employed,Bachelor,"$48,247.00",108 months,Widowed,3,Mortgage,0,Debt Consolidation,0,$446.73,"$2,644.58",7,No
19875,30,"$18,819.00",455,Employed,Diploma,"$14,069.00",48 months,Married,4,Rent,0,Home Improvement,0,$293.10,"$1,568.25",11,No
26656,30,"$39,034.00",603,Employed,Bachelor,"$30,216.00",72 months,Married,4,Mortgage,0,Personal,0,,"$3,252.83",9,No
29585,30,"$22,308.00",518,Employed,High School,"$22,287.00",36 months,Married,1,Own,0,Home Improvement,0,$619.08,,10,No
17812,30,"$15,000.00",585,,High School,"$10,933.00",96 months,Married,2,Mortgage,0,Debt Consolidation,0,,,4,No
12794,30,"$18,805.00",581,Employed,High School,"$37,647.00",24 months,Married,3,Mortgage,0,Debt Consolidation,0,"$1,568.63","$1,567.08",7,No
23394,30,"$46,445.00",500,,Diploma,"$18,932.00",36 months,Married,1,Mortgage,0,Home Improvement,0,,,9,Yes
30320,30,"$29,460.00",581,Employed,Master,"$18,660.00",48 months,Single,0,Mortgage,0,Education,0,$388.75,"$2,455.00",4,No
27138,30,"$51,488.00",597,Employed,High School,"$7,615.00",108 months,Married,3,Own,0,Debt Consolidation,0,,"$2,748.58",5,No
17992,30,"$53,146.00",504,Employed,High School,"$11,228.00",36 months,Married,4,Own,0,Education,0,,"$4,428.83",4,No
28502,30,"$54,158.00",500,,Bachelor,"$10,653.00",36 months,Single,4,Rent,0,Debt Consolidation,0,$295.92,"$4,513.17",1,Yes
23746,30,"$15,000.00",543,Self-Employed,Diploma,"$38,101.00",36 months,Single,0,Other,0,Debt Consolidation,0,"$1,058.36",,6,No
14527,30,"$45,609.00",560,Employed,High School,"$24,971.00",36 months,Divorced,0,Rent,0,Home Improvement,0,$693.64,"$3,800.75",7,No
27067,30,"$69,761.00",588,Unemployed,Master,"$13,776.00",36 months,Married,3,Mortgage,0,Home Improvement,1,$382.67,,7,Yes
11046,30,"$28,620.00",504,,Master,"$21,662.00",60 months,Single,4,Mortgage,0,Debt Consolidation,0,,"$2,385.00",6,No
10880,30,"$39,186.00",544,Employed,Bachelor,"$15,937.00",36 months,Single,3,Rent,0,Vehicle,1,,"$3,265.50",5,No
18574,30,"$185,688.00",608,Employed,Doctorate,"$25,438.00",84 months,Married,2,Own,0,Debt Consolidation,0,$302.83,"$15,474.00",4,Yes
11735,30,"$83,995.00",547,Unemployed,Doctorate,"$24,515.00",108 months,Married,0,Rent,0,Vehicle,0,$226.99,"$6,999.58",5,No
26985,30,"$15,000.00",521,,High School,"$15,986.00",24 months,Married,1,Mortgage,0,Vehicle,0,$666.08,"$1,250.00",5,No
22166,30,"$37,396.00",494,Employed,High School,"$16,445.00",60 months,Married,3,Other,0,Education,0,$274.08,"$3,116.33",5,No
14602,30,"$45,095.00",525,,High School,"$36,276.00",12 months,Single,0,Mortgage,0,Debt Consolidation,0,"$3,023.00","$3,757.92",7,No
12667,30,"$85,219.00",524,Employed,Bachelor,"$65,642.00",48 months,Divorced,0,Own,0,Home Improvement,0,"$1,367.54","$7,101.58",4,No
28727,30,"$30,815.00",519,Employed,Bachelor,"$12,967.00",36 months,Single,3,Mortgage,0,Debt Consolidation,0,,"$2,567.92",9,No
26102,30,"$17,048.00",597,,Diploma,"$30,941.00",24 months,Widowed,1,Rent,0,Vehicle,0,"$1,289.21","$1,420.67",3,No
19273,30,"$143,640.00",564,Employed,High School,"$10,263.00",48 months,Divorced,2,Own,0,Debt Consolidation,1,,"$11,970.00",6,Yes
18674,30,"$20,736.00",624,Employed,Diploma,"$14,723.00",60 months,Single,3,Rent,0,Debt Consolidation,0,$245.38,"$1,728.00",1,No
29320,30,"$66,858.00",580,Employed,Bachelor,"$8,865.00",36 months,Single,1,Rent,0,Personal,0,,"$5,571.50",4,No
10860,30,"$22,019.00",545,Self-Employed,High School,"$10,094.00",48 months,Single,2,Own,0,Personal,0,$210.29,"$1,834.92",5,No
27617,30,"$38,667.00",496,Employed,Master,"$16,430.00",72 months,Married,5,Rent,0,Vehicle,0,,"$3,222.25",5,No
22474,30,"$68,501.00",546,Employed,Bachelor,"$25,831.00",60 months,Widowed,2,Rent,0,Home Improvement,0,$430.52,"$2,944.67",6,No
30418,30,"$27,082.00",558,Employed,Bachelor,"$22,496.00",48 months,Married,3,Mortgage,0,Debt Consolidation,0,,"$2,256.83",5,No
24528,30,"$165,180.00",512,Employed,Master,"$22,961.00",48 months,Divorced,2,Rent,0,Home Improvement,0,,"$13,765.00",4,Yes
21427,30,"$20,861.00",609,Employed,Bachelor,"$34,695.00",36 months,Single,0,Rent,0,Debt Consolidation,0,$963.75,"$1,738.42",11,No
15755,30,"$16,871.00",523,Employed,Diploma,"$9,797.00",84 months,Married,0,Mortgage,0,Debt Consolidation,0,$116.63,"$1,405.92",4,No
10585,30,"$42,752.00",517,Employed,High School,"$14,379.00",36 months,Married,2,Rent,0,Vehicle,0,$399.42,"$3,562.67",4,No
16461,30,"$27,269.00",458,Employed,Bachelor,"$29,507.00",36 months,Divorced,1,Mortgage,0,Home Improvement,0,$819.64,"$2,272.42",6,No
18182,30,"$58,862.00",586,Employed,Master,"$21,849.00",60 months,Single,4,Mortgage,0,Vehicle,1,$364.15,"$2,594.08",7,No
25857,30,"$19,333.00",549,Employed,High School,"$9,366.00",84 months,Single,4,Own,0,Home Improvement,0,,,9,No
20754,30,"$67,744.00",537,Employed,Bachelor,"$42,049.00",12 months,Widowed,1,Own,0,Home Improvement,0,"$3,504.08",,9,No
23204,30,"$60,284.00",587,Employed,High School,"$57,934.00",48 months,Married,3,Rent,0,Vehicle,0,"$1,206.96","$5,023.67",11,No
20545,30,"$82,949.00",533,Employed,Diploma,"$18,410.00",72 months,Married,4,Own,0,Home Improvement,0,$255.69,"$6,912.42",5,No
23950,30,"$118,824.00",623,Employed,Bachelor,"$30,153.00",36 months,Married,5,Other,0,Education,0,$837.58,"$9,902.00",2,No
27675,30,"$35,519.00",561,Employed,Doctorate,"$34,765.00",36 months,Single,0,Own,0,Debt Consolidation,0,$965.69,"$2,959.92",4,No
28190,30,"$55,640.00",634,Employed,Bachelor,"$27,373.00",84 months,Widowed,2,Mortgage,0,Vehicle,0,$325.87,"$4,636.67",7,No
30088,30,"$53,160.00",574,Employed,Bachelor,"$16,249.00",60 months,Married,0,Other,0,Home Improvement,0,$270.82,"$4,430.00",5,No
22311,30,"$83,445.00",589,Employed,Master,"$23,933.00",36 months,Married,0,Rent,0,Personal,0,,,4,No
13887,30,"$88,680.00",585,,High School,"$12,985.00",96 months,Widowed,1,Own,0,Debt Consolidation,0,,"$7,390.00",5,No
26703,30,"$15,000.00",641,,Bachelor,"$21,131.00",36 months,Married,2,Rent,0,Education,0,$586.97,"$1,250.00",3,No
19764,30,"$44,297.00",469,,Master,"$18,857.00",48 months,Married,2,Mortgage,0,Vehicle,0,$392.85,"$3,691.42",8,No
19628,30,"$16,043.00",609,Employed,High School,"$22,987.00",72 months,Married,0,Mortgage,0,Debt Consolidation,0,,"$1,336.92",8,No
11804,30,"$120,004.00",634,,Doctorate,"$18,427.00",24 months,Divorced,0,Rent,0,Education,0,$767.79,"$10,000.33",4,Yes
23353,30,"$24,968.00",601,,Diploma,"$45,312.00",60 months,Single,3,Own,0,Home Improvement,0,$755.20,,3,No
20775,30,"$58,064.00",611,Employed,Bachelor,"$18,357.00",36 months,Married,1,Other,0,Personal,0,$509.92,"$4,838.67",4,Yes
28112,30,"$27,688.00",534,Employed,Bachelor,"$11,632.00",60 months,Married,2,Own,0,Debt Consolidation,1,$193.87,"$2,307.33",6,No
21145,30,"$23,234.00",471,,Diploma,"$14,164.00",60 months,Single,3,Own,0,Debt Consolidation,0,$236.07,"$1,936.17",1,No
29812,30,"$32,053.00",535,Employed,Bachelor,"$13,810.00",120 months,Divorced,1,Mortgage,0,Education,0,,"$2,671.08",6,No
20323,30,"$56,114.00",425,Employed,High School,"$12,958.00",24 months,Married,2,Other,0,Vehicle,0,$539.92,"$4,676.17",5,No
12648,30,"$34,513.00",504,Self-Employed,Bachelor,"$21,591.00",36 months,Married,1,Rent,0,Home Improvement,0,,"$2,876.08",7,No
12104,30,"$17,960.00",589,Employed,Diploma,"$7,716.00",96 months,Divorced,1,Rent,0,Vehicle,0,$80.38,"$1,496.67",7,No
15809,30,"$26,853.00",563,Employed,High School,"$43,713.00",36 months,Single,1,Rent,0,Debt Consolidation,0,"$1,214.25",,4,No
16626,30,"$52,842.00",559,Employed,Diploma,"$25,158.00",48 months,Divorced,3,Rent,0,Home Improvement,0,$524.13,"$4,403.50",3,No
27747,30,"$37,493.00",597,Employed,Bachelor,"$23,437.00",36 months,Married,0,Mortgage,0,Education,0,$651.03,"$3,124.42",5,No
30061,30,"$43,242.00",549,Employed,High School,"$16,012.00",12 months,Married,2,Own,0,Vehicle,0,,"$3,603.50",5,No
22298,30,"$87,429.00",517,Employed,Bachelor,"$24,466.00",60 months,Widowed,1,Mortgage,0,Vehicle,0,$407.77,"$7,285.75",6,Yes
26684,30,"$65,792.00",522,Self-Employed,Bachelor,"$12,870.00",24 months,Single,0,Rent,0,Home Improvement,0,$536.25,"$5,482.67",6,Yes
23096,30,"$21,595.00",612,Self-Employed,Bachelor,"$24,276.00",36 months,Married,0,Rent,0,Vehicle,0,$674.33,"$1,799.58",4,No
17109,30,"$49,438.00",552,Employed,Diploma,"$12,873.00",60 months,Single,0,Mortgage,0,Home Improvement,0,$214.55,"$4,119.83",4,No
13914,30,"$55,376.00",579,Unemployed,Bachelor,"$14,875.00",60 months,Single,0,Mortgage,0,Debt Consolidation,0,$247.92,,5,No
16487,30,"$44,481.00",502,Employed,High School,"$20,792.00",60 months,Single,2,Rent,0,Education,0,$346.53,,8,No
27214,30,"$96,099.00",579,,Bachelor,"$19,619.00",96 months,Divorced,0,Rent,0,Vehicle,0,$204.36,"$8,008.25",6,No
30082,30,"$66,737.00",434,Employed,High School,"$8,559.00",60 months,Single,0,Rent,0,Personal,0,$142.65,"$5,561.42",7,Yes
29543,30,"$25,423.00",579,Unemployed,Diploma,"$23,594.00",60 months,Married,0,Mortgage,0,Personal,0,,"$2,118.58",6,No
16922,30,"$78,993.00",592,,Diploma,"$31,719.00",72 months,Single,3,Mortgage,0,Home Improvement,0,$440.54,"$6,582.75",2,No
19746,30,"$44,750.00",591,,Diploma,"$15,416.00",36 months,Married,0,Rent,0,Education,0,$428.22,"$3,729.17",2,No
17352,30,"$22,593.00",514,Employed,High School,"$11,658.00",96 months,Married,2,Rent,0,Vehicle,0,$121.44,"$1,882.75",4,No
22025,30,"$37,944.00",609,Employed,Master,"$31,094.00",72 months,Married,1,Other,0,Personal,0,$431.86,"$3,162.00",2,No
25591,30,"$45,872.00",550,Self-Employed,Master,"$11,608.00",108 months,Married,0,Rent,0,Debt Consolidation,1,$107.48,"$3,822.67",4,No
26525,30,"$31,543.00",563,Employed,Bachelor,"$13,262.00",24 months,Single,3,Rent,0,Home Improvement,0,$552.58,"$2,628.58",3,No
23779,30,"$21,409.00",499,Employed,Bachelor,"$25,930.00",24 months,Married,2,Mortgage,0,Home Improvement,0,"$1,080.42","$1,784.08",3,No
16807,30,"$47,586.00",555,Employed,Bachelor,"$13,612.00",72 months,Married,0,Other,0,Personal,0,,"$3,965.50",4,No
14880,30,"$32,715.00",620,Employed,Diploma,"$37,007.00",84 months,Married,4,Mortgage,0,Debt Consolidation,0,,"$2,726.25",9,No
15362,30,"$92,927.00",587,Employed,Bachelor,"$22,463.00",24 months,Divorced,0,Mortgage,0,Debt Consolidation,0,,,4,Yes
11675,30,"$28,772.00",619,Employed,Bachelor,"$34,333.00",36 months,Married,5,Rent,0,Home Improvement,0,$953.69,"$2,397.67",9,No
25926,30,"$55,722.00",556,Employed,Diploma,"$10,393.00",12 months,Married,3,Other,0,Vehicle,0,$866.08,"$4,643.50",8,No
11357,30,"$27,374.00",580,Self-Employed,Bachelor,"$10,165.00",48 months,Single,2,Mortgage,0,Vehicle,0,$211.77,"$2,281.17",3,No
29895,30,"$37,079.00",457,Employed,Diploma,"$22,551.00",48 months,Married,0,Own,0,Vehicle,0,,"$3,089.92",4,No
17135,30,"$26,645.00",489,Employed,High School,"$17,705.00",48 months,Single,2,Rent,0,Debt Consolidation,0,$368.85,"$2,220.42",12,No
20349,30,"$49,936.00",574,Employed,Bachelor,"$17,468.00",84 months,Single,3,Own,0,Vehicle,0,$207.95,,5,No
18123,30,"$45,742.00",524,,Bachelor,"$13,774.00",36 months,Widowed,0,Mortgage,0,Home Improvement,0,,"$3,811.83",3,No
20952,30,"$15,000.00",569,Employed,High School,"$9,187.00",24 months,Married,3,Rent,0,Education,0,$382.79,"$1,250.00",6,No
22465,30,"$15,000.00",618,Employed,Bachelor,"$17,491.00",48 months,Widowed,1,Mortgage,0,Debt Consolidation,0,$364.40,"$1,250.00",3,No
15669,30,"$300,000.00",471,Self-Employed,Diploma,"$35,784.00",108 months,Married,2,Mortgage,0,Personal,0,$331.33,"$25,000.00",10,Yes
28816,30,"$38,117.00",636,Employed,Master,"$21,487.00",48 months,Single,1,Own,0,Home Improvement,0,$447.65,"$3,176.42",5,No
24291,30,"$67,517.00",562,Employed,Bachelor,"$33,002.00",60 months,Divorced,4,Mortgage,0,Education,0,$550.03,"$5,626.42",2,No
25198,30,"$30,070.00",530,Employed,Master,"$14,053.00",48 months,Single,3,Other,0,Debt Consolidation,0,$292.77,"$2,505.83",3,No
20225,30,"$103,673.00",579,Employed,Bachelor,"$25,574.00",96 months,Married,0,Mortgage,0,Home Improvement,0,,"$8,639.42",8,No
25933,30,"$24,672.00",521,Employed,Bachelor,"$30,724.00",60 months,Divorced,1,Mortgage,0,Debt Consolidation,0,$512.07,"$2,056.00",2,No
26399,30,"$25,571.00",503,Employed,High School,"$18,737.00",36 months,Single,0,Own,0,Home Improvement,0,$520.47,"$2,130.92",7,No
20990,30,"$57,083.00",562,,Bachelor,"$20,961.00",36 months,Divorced,2,Mortgage,0,Home Improvement,0,$582.25,"$4,756.92",6,No
20026,30,"$81,659.00",569,Employed,High School,"$25,648.00",84 months,Married,3,Other,0,Vehicle,0,$305.33,"$6,804.92",5,No
21355,30,"$16,811.00",590,Employed,High School,"$22,469.00",60 months,Married,3,Rent,0,Home Improvement,0,$374.48,"$1,400.92",3,No
28748,30,"$32,993.00",581,Employed,Bachelor,"$27,760.00",48 months,Single,3,Mortgage,0,Home Improvement,0,$578.33,"$2,749.42",7,No
20196,30,"$66,965.00",574,Employed,Bachelor,"$18,137.00",72 months,Married,0,Mortgage,0,Education,0,$251.90,"$5,580.42",4,Yes
10885,30,"$119,257.00",521,Employed,Master,"$49,386.00",60 months,Single,1,Mortgage,0,Debt Consolidation,0,$823.10,,1,No
17368,30,"$56,213.00",560,Employed,Diploma,"$14,507.00",60 months,Married,1,Rent,0,Vehicle,0,,"$4,684.42",5,No
16635,30,"$65,286.00",549,Employed,Bachelor,"$30,084.00",48 months,Divorced,1,Own,0,Home Improvement,0,$626.75,"$5,440.50",2,No
20184,30,"$15,000.00",571,Employed,High School,"$22,733.00",60 months,Divorced,2,Mortgage,0,Education,0,$378.88,"$1,250.00",3,No
15314,30,"$125,028.00",542,,Bachelor,"$31,832.00",48 months,Married,5,Mortgage,0,Vehicle,0,$663.17,,6,Yes
22620,30,"$47,984.00",522,Employed,Doctorate,"$15,715.00",36 months,Single,4,Mortgage,0,Debt Consolidation,0,$436.53,"$3,998.67",0,No
14017,30,"$40,833.00",592,Employed,Bachelor,"$21,051.00",84 months,Married,1,Rent,0,Personal,0,$250.61,"$3,402.75",3,No
13948,30,"$69,652.00",553,Employed,High School,"$44,879.00",108 months,Single,0,Mortgage,0,Education,0,$415.55,"$5,804.33",3,No
19406,30,"$22,001.00",580,,Diploma,"$15,440.00",96 months,Widowed,3,Mortgage,0,Home Improvement,1,$160.83,"$1,833.42",6,No
22585,30,"$44,916.00",611,Employed,Doctorate,"$23,143.00",48 months,Married,2,Rent,0,Vehicle,0,,"$3,743.00",4,No
26229,30,"$35,628.00",567,,Bachelor,"$21,857.00",36 months,Married,4,Rent,0,Home Improvement,0,$607.14,"$2,969.00",4,No
17048,30,"$60,735.00",523,Employed,Bachelor,"$33,400.00",48 months,Widowed,3,Mortgage,0,Home Improvement,0,$695.83,"$5,061.25",3,No
14825,30,"$59,672.00",498,Unemployed,Master,"$7,449.00",48 months,Divorced,1,Mortgage,0,Debt Consolidation,0,$155.19,"$4,972.67",7,No
24546,30,"$34,207.00",511,Unemployed,High School,"$13,348.00",24 months,Divorced,1,Mortgage,0,Education,0,$556.17,,2,No
12984,30,"$34,593.00",511,Employed,Bachelor,"$22,462.00",96 months,Married,0,Rent,0,Debt Consolidation,0,,"$2,882.75",3,No
26398,30,"$26,842.00",554,,Bachelor,"$27,929.00",24 months,Divorced,1,Rent,0,Debt Consolidation,0,,"$2,236.83",6,No
15766,30,"$32,710.00",594,Employed,High School,"$19,954.00",12 months,Married,0,Other,0,Vehicle,0,"$1,662.83","$2,725.83",4,No
20396,30,"$30,982.00",548,Employed,High School,"$30,310.00",108 months,Married,0,Mortgage,0,Home Improvement,0,$280.65,"$2,581.83",10,No
12387,30,"$33,434.00",566,Employed,High School,"$12,361.00",60 months,Married,3,Other,0,Home Improvement,0,$206.02,"$2,786.17",7,No
14612,30,"$68,516.00",631,,Bachelor,"$56,031.00",48 months,Single,0,Mortgage,0,Debt Consolidation,0,"$1,167.31","$5,709.67",4,No
14800,30,"$20,341.00",584,Employed,High School,"$34,080.00",120 months,Divorced,4,Rent,0,Education,0,,"$1,695.08",3,No
16135,30,"$49,038.00",580,Unemployed,Diploma,"$35,285.00",96 months,Single,2,Mortgage,0,Debt Consolidation,0,$367.55,"$4,086.50",10,No
23832,30,"$44,535.00",544,Employed,Diploma,"$23,458.00",60 months,Single,2,Own,0,Education,0,$390.97,"$3,711.25",6,No
11334,30,"$98,665.00",494,,High School,"$14,278.00",36 months,Married,2,Other,0,Personal,0,$396.61,"$8,222.08",7,Yes
12380,30,"$52,658.00",519,Self-Employed,High School,"$21,258.00",36 months,Married,1,Rent,0,Home Improvement,0,,"$4,388.17",6,No
29332,30,"$27,380.00",511,Self-Employed,Bachelor,"$18,845.00",60 months,Single,2,Mortgage,0,Debt Consolidation,0,$314.08,"$2,281.67",5,No
10717,30,"$35,795.00",510,,Master,"$18,086.00",36 months,Married,2,Rent,0,Debt Consolidation,0,$502.39,"$2,982.92",4,No
28076,30,"$44,425.00",560,Unemployed,Bachelor,"$9,612.00",72 months,Single,1,Rent,0,Education,0,$133.50,"$3,702.08",9,Yes
25178,30,"$15,000.00",597,Employed,Bachelor,"$10,889.00",36 months,Married,3,Mortgage,0,Home Improvement,1,,,6,No
22894,30,"$98,594.00",602,Employed,High School,"$21,353.00",48 months,Married,1,Mortgage,0,Debt Consolidation,1,$444.85,"$8,216.17",4,No
19121,30,"$17,439.00",389,Employed,High School,"$19,909.00",12 months,Married,3,Other,0,Home Improvement,0,"$1,659.08","$1,453.25",7,No
27560,30,"$94,145.00",561,Employed,Diploma,"$18,221.00",48 months,Married,0,Rent,0,Debt Consolidation,0,$379.60,,6,Yes
10837,30,"$15,000.00",498,,High School,"$5,936.00",60 months,Divorced,2,Rent,0,Home Improvement,1,,"$1,250.00",4,No
12795,30,"$178,683.00",496,Employed,Bachelor,"$21,133.00",84 months,Single,3,Mortgage,0,Vehicle,0,$251.58,"$14,890.25",5,Yes
30198,30,"$28,303.00",602,Employed,High School,"$29,970.00",36 months,Single,2,Mortgage,0,Education,0,$832.50,,4,No
15838,30,"$86,789.00",557,Employed,Master,"$53,695.00",48 months,Single,0,Own,0,Home Improvement,0,"$1,118.65","$7,232.42",7,No
29470,30,"$66,634.00",495,,Bachelor,"$21,306.00",48 months,Divorced,2,Other,0,Vehicle,0,$443.88,"$5,552.83",5,No
16156,30,"$37,550.00",646,Employed,Master,"$9,315.00",48 months,Married,3,Own,0,Education,0,,"$3,129.17",7,Yes
26674,30,"$15,269.00",595,Employed,Diploma,"$22,946.00",72 months,Single,1,Mortgage,0,Debt Consolidation,1,$318.69,"$1,272.42",4,No
26916,30,"$26,636.00",589,Employed,Diploma,"$11,773.00",48 months,Married,0,Rent,0,Home Improvement,0,$245.27,"$2,219.67",3,No
20206,30,"$56,953.00",607,,Diploma,"$11,793.00",48 months,Married,2,Own,0,Debt Consolidation,0,$245.69,"$4,746.08",5,No
20908,30,"$70,571.00",439,Employed,Diploma,"$11,809.00",60 months,Married,2,Mortgage,0,Home Improvement,0,$196.82,"$5,880.92",5,Yes
